                Time                  x1                  y1                  x2                  y2
                   0        0.9999999793     0.0002036732037         1.707244272        0.7071729157
                0.01        0.9999999589    -0.0002868186244         1.707244266        0.7066824096
                0.02        0.9999984552     -0.001757716165         1.707243815        0.7052104588
                0.03        0.9999911494     -0.004207281871         1.707241628        0.7027557725
                0.04        0.9999708712     -0.007632607493         1.707235572        0.6993162188
                0.05        0.9999276418      -0.01202959582         1.707222703        0.6948888552
                0.06        0.9998487315       -0.0173929356         1.707199305        0.6894699688
                0.07        0.9997187345      -0.02371607006         1.707160941        0.6830551264
                0.08        0.9995196587      -0.03099115947         1.707102507        0.6756392337
                0.09          0.99923103      -0.03920903839         1.707018297         0.667216601
                 0.1         0.998830011       -0.0483591678         1.706902071        0.6577810147
                0.11        0.9982915325      -0.05842958278         1.706747122        0.6473258125
                0.12        0.9975884378       -0.0694068358         1.706546345        0.6358439606
                0.13        0.9966916385      -0.08127593605         1.706292308        0.6233281304
                0.14        0.9955702818      -0.09402028453          1.70597731        0.6097707742
                0.15        0.9941919282       -0.1076216051         1.705593444         0.595164197
                0.16        0.9925227392       -0.1220598715         1.705132641        0.5795006232
                0.17        0.9905276761       -0.1373132292         1.704586716        0.5627722566
                0.18        0.9881707091       -0.1533579137         1.703947394        0.5449713331
                0.19        0.9854150376       -0.1701681628         1.703206333        0.5260901635
                 0.2         0.982223323       -0.1877161256         1.702355124        0.5061211678
                0.21        0.9785579347       -0.2059717659          1.70138529        0.4850568982
                0.22        0.9743812126       -0.2249027625         1.700288262        0.4628900521
                0.23        0.9696557452       -0.2444744071         1.699055341        0.4396134743
                0.24        0.9643446697       -0.2646495003          1.69767765        0.4152201488
                0.25        0.9584119923       -0.2853882497         1.696146064        0.3897031809
                0.26        0.9518229347       -0.3066481712         1.694451126        0.3630557701
                0.27        0.9445443079       -0.3283839984          1.69258295         0.335271175
                0.28         0.936544915       -0.3505476033         1.690531099        0.3063426724
                0.29        0.9277959867       -0.3730879347         1.688284448        0.2762635107
                 0.3        0.9182716496       -0.3959509787         1.685831033        0.2450268624
                0.31        0.9079494279       -0.4190797494          1.68315787        0.2126257762
                0.32        0.8968107787       -0.4424143163         1.680250764        0.1790531325
                0.33        0.8848416583       -0.4658918757         1.677094088        0.1443016078
                0.34        0.8720331166        -0.489446875         1.673670551        0.1083636496
                0.35        0.8583819142        -0.513011198         1.669960934       0.07123146909
                0.36        0.8438911544       -0.5365144169         1.665943813       0.03289705629
                0.37        0.8285709217       -0.5598841199          1.66159526     -0.006647776009
                0.38        0.8124389147       -0.5830463188         1.656888523      -0.04741131269
                0.39        0.7955210596       -0.6059259392         1.651793696      -0.08940181396
                 0.4        0.7778520887       -0.6284473948         1.646277374       -0.1326273429
